sampleID	family_number	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy	marker_lineage	number_genomes	number_markers	number_marker_sets	completeness	contamination	strain_heterogeneity	genome_size_bp	number_ambiguous_bases	number_scaffolds	number_contigs	n50_scaffolds	n50_contigs	mean_scaffold_length_bp	mean_contig_length_bp	longest_scaffold_bp	longest_contig_bp	gc	gc_std_scaffolds_1kbp	coding_density	translation_table	number_predicted_genes	x0	x1	x2	x3	x4	x5	genome	parent	class	order	family	genus	species
USHLN213	4311	contig00001	contig00001 len=542298 cov=37.4 corr=0 origname=NODE_1_length_542298_cov_37.393233_pilon sw=shovill-spades/1.1.0 date=20221107	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1593)	69	400	198	98.99	0.76	0	3971861	0	44	44	266130	266130	90269	90269	542298	542298	71.4	3.14	91.07	11	3806	2	395	3	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	Curtobacterium sp001806325
USHLN213	4312	contig00001	contig00001 len=542298 cov=37.4 corr=0 origname=NODE_1_length_542298_cov_37.393233_pilon sw=shovill-spades/1.1.0 date=20221107	NRPS-like	NRPS	NA	NA	o__Actinomycetales (UID1593)	69	400	198	98.99	0.76	0	3971861	0	44	44	266130	266130	90269	90269	542298	542298	71.4	3.14	91.07	11	3806	2	395	3	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	Curtobacterium sp001806325
USHLN215	4321	contig00002	contig00002 len=539161 cov=46.4 corr=0 origname=NODE_2_length_539161_cov_46.391837_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	151	99.34	0	0	3935833	0	71	71	275426	275426	55434	55434	552597	552597	72.7	4.83	88.94	11	3633	1	256	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria rosea
USHLN215	4322	contig00006	contig00006 len=253777 cov=34.7 corr=0 origname=NODE_6_length_253777_cov_34.743336_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	151	99.34	0	0	3935833	0	71	71	275426	275426	55434	55434	552597	552597	72.7	4.83	88.94	11	3633	1	256	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria rosea
USHLN215	4327	contig00013	contig00013 len=74137 cov=42.4 corr=0 origname=NODE_13_length_74137_cov_42.429579_pilon sw=shovill-spades/1.1.0 date=20220829	NRPS-like	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	151	99.34	0	0	3935833	0	71	71	275426	275426	55434	55434	552597	552597	72.7	4.83	88.94	11	3633	1	256	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria rosea
USHLN218	4334	contig00001	contig00001 len=809580 cov=39.3 corr=0 origname=NODE_1_length_809580_cov_39.257605_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.31	2.79	0	4658041	0	50	50	535460	535460	93160	93160	809580	809580	68	3.69	89.69	11	4247	2	449	5	0	1	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_F	NA
USHLN218	4335	contig00001	contig00001 len=809580 cov=39.3 corr=0 origname=NODE_1_length_809580_cov_39.257605_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.31	2.79	0	4658041	0	50	50	535460	535460	93160	93160	809580	809580	68	3.69	89.69	11	4247	2	449	5	0	1	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_F	NA
USHLN218	4340	contig00003	contig00003 len=551230 cov=35.1 corr=0 origname=NODE_3_length_551230_cov_35.078453_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.31	2.79	0	4658041	0	50	50	535460	535460	93160	93160	809580	809580	68	3.69	89.69	11	4247	2	449	5	0	1	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_F	NA
USHLN218	4342	contig00013	contig00013 len=53974 cov=46.9 corr=0 origname=NODE_13_length_53974_cov_46.860999_pilon sw=shovill-spades/1.1.0 date=20220829	NRPS-like	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.31	2.79	0	4658041	0	50	50	535460	535460	93160	93160	809580	809580	68	3.69	89.69	11	4247	2	449	5	0	1	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_F	NA
USHLN210	4346	contig00008	contig00008 len=168748 cov=34.5 corr=0 origname=NODE_8_length_168748_cov_34.536857_pilon sw=shovill-spades/1.1.0 date=20221107	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	152	98.68	0	0	2986052	0	59	59	217351	217351	50611	50611	390332	390332	68.7	4.45	88.49	11	2755	2	255	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria marina
USHLN217	4346	contig00001	contig00001 len=525606 cov=40.7 corr=0 origname=NODE_1_length_525606_cov_40.652195_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	152	99.34	0	0	2880105	0	41	41	329263	329263	70246	70246	525606	525606	68.8	5.26	88.35	11	2624	1	256	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria marina
USHLN220	4346	contig00002	contig00002 len=567514 cov=30.0 corr=0 origname=NODE_2_length_567514_cov_30.033421_pilon sw=shovill-spades/1.1.0 date=20221107	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	152	98.68	0	0	2887794	0	37	37	371620	371620	78048	78048	778452	778452	68.8	5.09	88.43	11	2619	2	255	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria marina
USHLN228	4346	contig00003	contig00003 len=384214 cov=38.8 corr=0 origname=NODE_3_length_384214_cov_38.797492_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	o__Actinomycetales (UID1530)	622	257	152	98.68	0	0	2846916	0	31	31	384214	384214	91836	91836	722724	722724	68.8	3.8	88.69	11	2562	2	255	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria marina
USHLN234	4381	contig00001	contig00001 len=734429 cov=43.6 corr=0 origname=NODE_1_length_734429_cov_43.571402_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.08	0	0	3937683	0	42	42	326561	326561	93754	93754	734429	734429	69.3	2.42	89.34	11	3610	3	454	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas albida
USHLN234	4386	contig00009	contig00009 len=194136 cov=54.6 corr=0 origname=NODE_9_length_194136_cov_54.584889_pilon sw=shovill-spades/1.1.0 date=20220829	NAPAA	NRPS	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	99.08	0	0	3937683	0	42	42	326561	326561	93754	93754	734429	734429	69.3	2.42	89.34	11	3610	3	454	0	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Sinomonas	Sinomonas albida
USHLN260	4412	contig00008	contig00008 len=244302 cov=48.5 corr=0 origname=NODE_8_length_244302_cov_48.514319_pilon sw=shovill-spades/1.1.0 date=20221107	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.31	0	4894525	0	74	74	462867	462867	66142	66142	739213	739213	56.8	5.04	87.69	11	4446	0	873	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USHLN281	4412	contig00002	contig00002 len=635951 cov=47.5 corr=0 origname=NODE_2_length_635951_cov_47.513881_pilon sw=shovill-spades/1.1.0 date=20221107	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.2	0	4837878	0	49	49	486171	486171	98732	98732	845036	845036	56.7	4.3	87.72	11	4445	0	874	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USHLN33	4412	contig00004	contig00004 len=380084 cov=45.1 corr=0 origname=NODE_4_length_380084_cov_45.067944_pilon sw=shovill-spades/1.1.0 date=20220627	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.26	0	4908228	0	104	104	272732	272732	47194	47194	1090051	1090051	56.7	4.42	87.63	11	4562	0	873	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USMM128	4412	contig00006	contig00006 len=269674 cov=42.4 corr=0 origname=NODE_6_length_269674_cov_42.382289_pilon sw=shovill-spades/1.1.0 date=20221109	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	99.99	0.31	0	4893963	0	73	73	480192	480192	67040	67040	901389	901389	56.8	5.23	87.7	11	4448	1	872	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USMM130	4412	contig00003	contig00003 len=635905 cov=45.2 corr=0 origname=NODE_3_length_635905_cov_45.204392_pilon sw=shovill-spades/1.1.0 date=20221109	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.2	0	4838753	0	61	61	575153	575153	79323	79323	845323	845323	56.7	4.26	87.72	11	4453	0	874	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USHLN268	4449	contig00004	contig00004 len=638345 cov=41.4 corr=0 origname=NODE_4_length_638345_cov_41.370256_pilon sw=shovill-spades/1.1.0 date=20221107	T1PKS.NRPS-like	PKS-NRP_Hybrids	NA	NA	o__Rhizobiales (UID3447)	356	414	248	100	0.48	0	4138449	0	15	15	688669	688669	275896	275896	1009062	1009062	64.8	3.16	91.46	11	3856	0	411	3	0	0	0	Isolate assembled genome	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas altamirensis
USHLN278	4449	contig00003	contig00003 len=638316 cov=34.4 corr=0 origname=NODE_3_length_638316_cov_34.408582_pilon sw=shovill-spades/1.1.0 date=20220829	T1PKS.NRPS-like	PKS-NRP_Hybrids	NA	NA	o__Rhizobiales (UID3447)	356	414	248	100	0.48	0	4170548	0	13	13	721474	721474	320811	320811	1859954	1859954	64.7	3.3	91.36	11	3887	0	411	3	0	0	0	Isolate assembled genome	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas altamirensis
USHLN273	4464	contig00001	contig00001 len=1029302 cov=39.5 corr=0 origname=NODE_1_length_1029302_cov_39.533041_pilon sw=shovill-spades/1.1.0 date=20221107	NRPS-like	NRPS	NA	NA	c__Bacilli (UID259)	750	275	151	99.34	0.22	0	2987427	0	38	38	657455	657455	78616	78616	1029302	1029302	36.4	5.39	87.84	11	2970	1	273	1	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Kurthia	Kurthia gibsonii
USHLN279	4478	contig00008	contig00008 len=249125 cov=30.6 corr=0 origname=NODE_8_length_249125_cov_30.626310_pilon sw=shovill-spades/1.1.0 date=20220829	T1PKS.NRPS	PKS-NRP_Hybrids	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	303	100	0.3	0	5133915	0	124	124	250875	250875	41402	41402	623187	623187	53.5	3.49	86.15	11	4754	0	871	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis
USHLN280	4478	contig00008	contig00008 len=249125 cov=31.4 corr=0 origname=NODE_8_length_249125_cov_31.356394_pilon sw=shovill-spades/1.1.0 date=20221107	T1PKS.NRPS	PKS-NRP_Hybrids	NA	NA	f__Enterobacteriaceae (UID5054)	223	874	303	100	0.3	0	5133552	0	128	128	280176	280176	40105	40105	575953	575953	53.5	3.41	86.16	11	4762	0	871	3	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis
USHLN256	4545	contig00002	contig00002 len=951322 cov=41.2 corr=0 origname=NODE_2_length_951322_cov_41.182717_pilon sw=shovill-spades/1.1.0 date=20221107	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.19	0	5280296	0	83	83	461188	461188	63618	63618	1096745	1096745	54.5	2.46	88.33	11	4802	0	874	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea sp001187905
USHLN32	4545	contig00002	contig00002 len=821742 cov=30.5 corr=0 origname=NODE_2_length_821742_cov_30.483634_pilon sw=shovill-spades/1.1.0 date=20220627	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	99.84	0.2	0	5262404	0	64	64	514905	514905	82225	82225	1783739	1783739	54.9	1.31	88.6	11	4785	1	873	2	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea endophytica
BGC0000410	4573	BGC0000410	"Pseudomonas fluorescens strain WCS374 siderophore pseudomonine biosynthesis and transport gene cluster, partial sequence"	NRPS	NRPS	Pseudomonas fluorescens	"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USMM045	4574	contig00001	contig00001 len=641265 cov=27.6 corr=0 origname=NODE_1_length_641265_cov_27.592597_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	4574	contig00001	contig00001 len=640946 cov=28.9 corr=0 origname=NODE_1_length_640946_cov_28.860307_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	4574	contig00001	contig00001 len=640946 cov=32.8 corr=0 origname=NODE_1_length_640946_cov_32.801228_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	4574	contig00001	contig00001 len=640946 cov=31.8 corr=0 origname=NODE_1_length_640946_cov_31.790114_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM045	4607	contig00001	contig00001 len=641265 cov=27.6 corr=0 origname=NODE_1_length_641265_cov_27.592597_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	4607	contig00001	contig00001 len=640946 cov=28.9 corr=0 origname=NODE_1_length_640946_cov_28.860307_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	4607	contig00001	contig00001 len=640946 cov=32.8 corr=0 origname=NODE_1_length_640946_cov_32.801228_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	4607	contig00001	contig00001 len=640946 cov=31.8 corr=0 origname=NODE_1_length_640946_cov_31.790114_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM045	4623	contig00052	contig00052 len=8871 cov=33.3 corr=0 origname=NODE_52_length_8871_cov_33.330708_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	4623	contig00052	contig00052 len=9081 cov=34.1 corr=0 origname=NODE_52_length_9081_cov_34.134114_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	4623	contig00049	contig00049 len=8871 cov=39.0 corr=0 origname=NODE_49_length_8871_cov_38.993151_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	4623	contig00053	contig00053 len=8871 cov=41.1 corr=0 origname=NODE_53_length_8871_cov_41.081507_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM045	4636	contig00017	contig00017 len=131611 cov=30.0 corr=0 origname=NODE_17_length_131611_cov_30.033711_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	4636	contig00019	contig00019 len=131611 cov=31.8 corr=0 origname=NODE_19_length_131611_cov_31.786525_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	4636	contig00018	contig00018 len=131611 cov=35.7 corr=0 origname=NODE_18_length_131611_cov_35.721384_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	4636	contig00018	contig00018 len=131611 cov=34.8 corr=0 origname=NODE_18_length_131611_cov_34.810327_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM045	4639	contig00042	contig00042 len=27215 cov=29.0 corr=0 origname=NODE_42_length_27215_cov_29.007859_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6338975	0	157	157	220636	220636	40375	40375	641265	641265	59.8	3.53	88.8	11	5795	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM046	4639	contig00045	contig00045 len=27337 cov=29.6 corr=0 origname=NODE_45_length_27337_cov_29.635900_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6341088	0	165	165	184184	184184	38430	38430	640946	640946	59.8	3.4	88.78	11	5792	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM047	4639	contig00041	contig00041 len=27215 cov=33.7 corr=0 origname=NODE_41_length_27215_cov_33.671598_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6339327	0	158	158	220597	220597	40122	40122	640946	640946	59.8	3.48	88.81	11	5796	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM048	4639	contig00044	contig00044 len=27215 cov=32.8 corr=0 origname=NODE_44_length_27215_cov_32.798812_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS-like	NRPS	NA	NA	g__Pseudomonas (UID4550)	78	1044	368	99.8	1.18	0	6340958	0	160	160	210564	210564	39630	39630	640946	640946	59.8	3.61	88.79	11	5791	2	1035	7	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E paracarnis
USMM074	4734	contig00007	contig00007 len=246295 cov=39.6 corr=0 origname=NODE_7_length_246295_cov_39.638750_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Bacillus (UID901)	46	1082	303	99.01	0.5	0	5874048	0	127	127	269186	269186	46252	46252	1049521	1049521	35.2	3.92	84.93	11	6103	3	1077	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AG
USMM075	4734	contig00009	contig00009 len=246295 cov=49.3 corr=0 origname=NODE_9_length_246295_cov_49.317311_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	g__Bacillus (UID901)	46	1082	303	99.01	0.56	33.33	5876333	0	147	147	269186	269186	39975	39975	773880	773880	35.2	3.85	84.93	11	6118	3	1076	3	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_AG
USMM078	4741	contig00011	contig00011 len=126282 cov=31.9 corr=0 origname=NODE_11_length_126282_cov_31.879806_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.66	0	5645242	0	145	145	211689	211689	38932	38932	957108	957108	53.6	2.45	87.77	11	5291	0	871	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea cancerogena_A
USMM079	4741	contig00011	contig00011 len=126282 cov=26.8 corr=0 origname=NODE_11_length_126282_cov_26.816432_pilon sw=shovill-spades/1.1.0 date=20221108	NRPS	NRPS	NA	NA	f__Enterobacteriaceae (UID5054)	223	876	305	100	0.66	0	5644432	0	138	138	210972	210972	40901	40901	957108	957108	53.6	2.45	87.79	11	5291	0	871	5	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea cancerogena_A
USMM082	4783	contig00020	contig00020 len=38547 cov=38.6 corr=0 origname=NODE_20_length_38547_cov_38.573343_pilon sw=shovill-spades/1.1.0 date=20221108	CDPS	NRPS	NA	NA	o__Bacillales (UID828)	139	508	174	99.43	0.35	0	5306061	0	118	118	375064	375064	44966	44966	1132682	1132682	37.9	4.53	83.34	11	5481	1	505	1	1	0	0	Isolate assembled genome	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Priestia	Priestia megaterium_A
