BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001337	BGC0001337	Uncultured bacterium clone AZ25-292/153 hypothetical protein, two-component response regulator, and beta-lactamase genes, complete cds; lzr gene cluster, complete sequence; and hypothetical protein, membrane protein, and peptidase genes, complete cds	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001339	BGC0001339	Phoma sp. MF5453 transcription factor (mfL3) gene, partial cds; and squalestatin S1 gene cluster, complete sequence	terpene.T1PKS	Others	Phoma sp. MF5453	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001343	BGC0001343	Stigmatella aurantiaca aurachin biosynthetic gene cluster, locus 1, strain Sg a15	ladderane	Others	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001365	BGC0001365	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00012, whole genome shotgun sequence	NRPS.indole	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001369	BGC0001369	Uncultured bacterium trehalose-phosphate synthase, thiamine biosynthesis protein, cytochrome p450, MtcA FAD-linked oxidase, tryptophan synthase, MtcB Thioesterase Type II, MtcC 4'-phosphopantetheinyl transferase, MtcD ACP S-malonyltransferase, MtcE 3-ketoacyl-ACP reductase, MtcF Acyl carrier protein, MtcG beta-hydroxyacyl-ACP dehydratase, MtcH Aminomethyltransferase, MtcI Ketosynthase KS:KS*, hypothetical protein, Short chain dehydrogenase, Amidohydrolase, MtcJ 4'-phosphopantetheinyl transferase, MtcK Amidotransferase, hypothetical protein, beta-carotene monooxygenase, acetyltransferase, hypothetical protein, Cytochrome P450, Aminotransferase, hypothetical protein, PadR transcriptional regulator, and membrane protein genes, complete cds; and hypothetical protein gene, partial cds	ladderane	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001371	BGC0001371	Aspergillus nidulans NRRL 8112 echinocandin biosynthesis gene cluster, partial sequence	NRPS.betalactone	Others	Aspergillus nidulans NRRL 8112	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001372	BGC0001372	Penicillium thymicola penigequinolone gene cluster, complete sequence	NRPS.indole	Others	Penicillium thymicola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001373	BGC0001373	Sordaria araneosa DNA, contains sdnA, sdnB, sdnC, sdnD, sdnE, sdnF, sdnG, sdnH, sdnI, sdnJ, sdnK, sdnL, sdnM, sdnN, sdnO, sdnP, sdnQ, sdnR, sdnS, sdnT gene cluster, strain: ATCC 36386	terpene.T1PKS	Others	Sordaria araneosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria
BGC0001374	BGC0001374	Streptomyces albogriseolus strain MJ286-76F7 thienodolin gene cluster, complete sequence		Others	Streptomyces albogriseolus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albogriseolus group
BGC0001375	BGC0001375	Penicillium simplicissimum DNA, ptmO, ptmJ, ptmK, ptmE, ptmL gene cluster, strain: AK-40	indole	Others	Penicillium simplicissimum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001380	BGC0001380	Agrobacterium sp. ZX09 succingoglucan-like exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Agrobacterium sp. ZX09	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,unclassified Agrobacterium
BGC0001384	BGC0001384	Streptomyces sp. TK08046 DNA, saprolmycin biosynthetic gene cluster	oligosaccharide.T2PKS	Others	Streptomyces sp. TK08046	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001387	BGC0001387	Streptomyces calvus strain ATCC 13382 nucleocidin biosynthetic gene cluster, partial sequence		Others	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001395	BGC0001395	Actinoplanes teichomyceticus strain NRRL-B16726 teichomycin biosynthetic gene cluster, complete sequence	phosphoglycolipid	Others	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0001408	BGC0001408	Xanthomonas oryzae pv. oryzae KACC 10331, complete genome	siderophore	Others	Xanthomonas oryzae pv. oryzae KACC 10331	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0001410	BGC0001410	Bacteroides fragilis NCTC 9343 capsular polysaccharide A gene locus, partial sequence		Others	Bacteroides fragilis NCTC 9343	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001411	BGC0001411	Bacteroides fragilis NCTC 9343 PS B capsular polysaccharide biosynthesis locus, complete sequence		Others	Bacteroides fragilis NCTC 9343	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001412	BGC0001412	Bacteroides fragilis capsular polysaccharide C biosynthesis operon, complete sequence		Others	Bacteroides fragilis NCTC 9343	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001435	BGC0001435	Streptomyces sp. ZJ306 hydroxylase, deacetylase, and hypothetical proteins genes, complete cds; ikarugamycin gene cluster, complete sequence; and GCN5-related N-acetyltransferase, hypothetical protein, asparagine synthase, transcriptional regulator, ABC transporter, hypothetical proteins, putative membrane transport protein, putative acetyltransferase, cytochrome P450, putative alpha-glucosidase, phosphoketolase, helix-turn-helix domain-containing protein, membrane protein, NAD-dependent epimerase/dehydratase, RNA polymerase, sigma-24 subunit, and hypothetical proteins genes, complete cds	NRPS.T1PKS.lassopeptide	Others	Streptomyces sp. ZJ306	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001437	BGC0001437	Pseudomonas fluorescens obafluorin biosynthesis gene cluster, complete sequence	NRPS.hserlactone	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001438	BGC0001438	Streptomyces sp. CS057 genomic scaffold scaffold00001, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces sp. CS057	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001439	BGC0001439	Streptomyces sp. CS113 genomic scaffold scaffold00001, whole genome shotgun sequence	PKS-like.oligosaccharide.T2PKS	Others	Streptomyces sp. CS113	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001440	BGC0001440	Kitasatospora cystarginea strain JCM 7356 alpha/beta hydrolase gene, complete cds; cys gene cluster, complete sequence; and 3-oxoacyl-ACP synthase gene, complete cds	betalactone	Others	Kitasatospora cystarginea	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001441	BGC0001441	Streptomyces sp. strain UCK 14 glyoxalase gene, complete cds; bel gene cluster, complete sequence; and SAM-dependent methyltransferase gene, complete cds	betalactone	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001452	BGC0001452	Streptomyces sp. CS149 genomic DNA containing Sipanmycin biosynthesis gene cluster region	T1PKS.oligosaccharide	Others	Streptomyces sp. CS149	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001453	BGC0001453	Streptomyces argillaceus genomic DNA containing Desferrioxamine biosynthesis gene cluster region, strain ATCC 12956	siderophore	Others	Streptomyces argillaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001458	BGC0001458	Salinispora tropica CNB-440, complete sequence	butyrolactone	Others	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001463	BGC0001463	Pseudoalteromonas piscicida strain A757, complete sequence		Others	Pseudoalteromonas piscicida	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001464	BGC0001464	Pseudoalteromonas sp. PS5 pyrrole gene cluster, complete sequence		Others	Pseudoalteromonas sp. PS5	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001465	BGC0001465	Marinomonas mediterranea MMB-1, complete sequence	PBDE	Others	Marinomonas mediterranea MMB-1	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
BGC0001476	BGC0001476	Streptomyces sp. strain ID38640 pseudouridimycin biosynthetic gene cluster, complete sequence	nucleoside	Others	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001478	BGC0001478	Streptomyces sp. ID38640 desferrioxamine biosynthesis gene cluster, complete sequence	siderophore	Others	Streptomyces sp. ID38640	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001479	BGC0001479	Nostoc punctiforme PCC 73102 strain ATCC 29133 chromosome, complete genome	NRPS.betalactone	Others	Nostoc punctiforme PCC 73102	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001480	BGC0001480	Methylobacter tundripaludum 21/22 T451DRAFT_scf7180000000002_quiver_dupTrim_4432.1_C, whole genome shotgun sequence	butyrolactone	Others	Methylobacter tundripaludum 21/22	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter
BGC0001483	BGC0001483	Streptomyces sp. RM-5-8 pri gene cluster, complete sequence	indole	Others	Streptomyces sp. RM-5-8	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001484	BGC0001484	Streptomyces sp. ATCC 39365 2'-chloropentostatin biosynthetic gene cluster, partial sequence		Others	Actinomadura sp. ATCC 39365	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,unclassified Actinomadura
BGC0001487	BGC0001487	Streptomyces cyaneofuscatus strain Soc7 3,7-dihydroxytropolone biosynthetic gene cluster, complete sequence	butyrolactone	Others	Streptomyces cyaneofuscatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001488	BGC0001488	Pseudomonas fluorescens WH6 chromosome, whole genome shotgun sequence		Others	Pseudomonas fluorescens WH6	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001490	BGC0001490	Hormoscilla spongeliae SP4 hs_bmp operon, partial sequence	PBDE	Others	Hormoscilla spongeliae SP4	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Gomontiellaceae,Hormoscilla
BGC0001498	BGC0001498	Xenorhabdus szentirmaii DSM 16338 WGS project CBXF000000000 data, contig XENSZ_2115_Contig_30, whole genome shotgun sequence	siderophore	Others	Xenorhabdus szentirmaii DSM 16338	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001499	BGC0001499	Pantoea ananatis strain 15320 aerobactin biosynthetic gene cluster, complete sequence	siderophore	Others	Pantoea ananatis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
BGC0001501	BGC0001501	Fischerella sp. TAU	other	Others	Fischerella sp. TAU	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001510	BGC0001510	Streptomyces hygrospinosus strain ACCC40033 anisomycin gene cluster, complete sequence	pyrrolidine	Others	Streptomyces hygrospinosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001514	BGC0001514	Streptomyces citricolor DNA, aristeromycin biosynthetic gene cluster, complete sequence, strain: NBRC 13005		Others	Streptomyces citricolor	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001521	BGC0001521	Herpetosiphon aurantiacus DSM 785, complete genome		Others	Herpetosiphon aurantiacus DSM 785	Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
BGC0001522	BGC0001522	Streptomyces filamentosus strain NRRL 15998 auroramycin biosynthetic gene cluster, complete sequence	T1PKS.oligosaccharide	Others	Streptomyces filamentosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001525	BGC0001525	Synechocystis salina LEGE 06155 glycosyltransferase, haemolysin-type calcium-binding repeat, dialkylresorcinol condensing enzyme (aromatase), dialkylresorcinol condensing enzyme (ketosynthase), glycosyltransferases, DevB family protein, DevC family protein, DevA family protein, and hypothetical proteins genes, complete cds	resorcinol	Others	Synechocystis salina LEGE 06155	Bacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis
BGC0001526	BGC0001526	Synechocystis salina LEGE 06099 bartoloside biosynthetic gene cluster, complete sequence	resorcinol	Others	Synechocystis salina LEGE 06099	Bacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis
BGC0001528	BGC0001528	Neocamarosporium betae PS-13 DNA, betaestacin biosynthetic gene cluster, complete sequence		Others	Neocamarosporium betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Neocamarosporium
BGC0001529	BGC0001529	Streptomyces sp. RI18 DNA, bez gene cluster for biosynthesis of bezastatin derivatives, strain: RI18		Others	Streptomyces sp. RI18	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001531	BGC0001531	Tenacibaculum mesophilum DNA, bisucaberin B biosynthetic gene cluster, complete sequence, strain: PS-1	siderophore	Others	Tenacibaculum mesophilum	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
BGC0001534	BGC0001534	Streptomyces filamentosus bkdA2B2C2 gene cluster, complete sequence		Others	Streptomyces filamentosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001535	BGC0001535	Streptomyces filamentosus bkdA1B1C1 gene cluster, complete sequence		Others	Streptomyces filamentosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001540	BGC0001540	Streptomyces zelensis strain NRRL 11183		Others	Streptomyces zelensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001547	BGC0001547	Aspergillus stellatus DNA, citreohybridonol biosynthetic gene cluster, complete sequence, strain: NBRC 32302		Others	Aspergillus stellatus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001554	BGC0001554	Methanosarcina barkeri str. Fusaro, complete sequence		Others	Methanosarcina barkeri str. Fusaro	Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
BGC0001555	BGC0001555	Escherichia coli chi7122 plasmid pAPEC-1, complete sequence		Others	Escherichia coli chi7122	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0001558	BGC0001558	Streptomyces sp. CNT302 D329DRAFT_scaffold00013.13, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces sp. CNT302	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001559	BGC0001559	Chondromyces crocatus strain Cm c5, complete genome		Others	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0001562	BGC0001562	Streptomyces curacoi strain DSM 40107 PRJNA299217_c003, whole genome shotgun sequence	NRPS.betalactone	Others	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001568	BGC0001568	Streptomyces sp. SCSIO 1666	oligosaccharide.T2PKS	Others	Streptomyces sp. SCSIO 1666	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001569	BGC0001569	Streptomyces noursei ATCC 11455, complete genome	NRPS.betalactone	Others	Streptomyces noursei ATCC 11455	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001571	BGC0001571	Nodulisporium sp. strain JNvid		Others	Nodulisporium sp.	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Nodulisporium,unclassified Nodulisporium
BGC0001572	BGC0001572	Pantoea agglomerans strain B025670 desferrioxamine E biosynthetic gene cluster, complete sequence	siderophore	Others	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans group
BGC0001577	BGC0001577	Prochloron didemni divamide B gene cluster, partial sequence		Others	Prochloron didemni	Bacteria,Cyanobacteria,Synechococcales,Prochloraceae,Prochloron
BGC0001580	BGC0001580	Streptomyces aburaviensis Ebelactone biosynthetic gene cluster, strain ATCC31860	terpene.T1PKS	Others	Kitasatospora aburaviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001582	BGC0001582	Nonomuraea sp. MJM5123 ecumicin gene cluster, partial sequence	NRPS.lanthipeptide-class-iv	Others	Nonomuraea sp. MJM5123	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001586	BGC0001586	Pseudomonas stutzeri strain 273 chromosome, complete genome		Others	Pseudomonas stutzeri	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001587	BGC0001587	Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome		Others	Streptomyces avermitilis MA-4680 = NBRC 14893	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001588	BGC0001588	Burkholderia pseudomallei 1026b chromosome 1, complete sequence		Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001589	BGC0001589	Burkholderia cenocepacia J2315 chromosome 2, complete sequence		Others	Burkholderia cenocepacia J2315	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0001591	BGC0001591	Uncultured bacterium CSLC2, partial sequence	acyl_amino_acids	Others	uncultured bacterium CSLC2	Bacteria,environmental samples
BGC0001592	BGC0001592	Streptomyces lunaelactis strain MM91 ferroverdin biosynthesis gene cluster, complete sequence	melanin	Others	Streptomyces lunaelactis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001594	BGC0001594	Fischerella muscicola UTEX 1829	other	Others	Fischerella muscicola UTEX 1829	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001595	BGC0001595	Fischerella sp. SAG 46.79 fischerindole biosynthetic gene cluster, complete sequence	other	Others	Fischerella sp. SAG 46.79	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001605	BGC0001605	Sinorhizobium fredii NGR234 plasmid pNGR234a, complete sequence		Others	Sinorhizobium fredii NGR234	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0001607	BGC0001607	Streptomyces sp. NRRL B-1347 contig53.1, whole genome shotgun sequence		Others	Streptomyces sp. NRRL B-1347	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001610	BGC0001610	Streptomyces ahygroscopicus subsp. wuzhouensis strain S91 gougerotin biosynthetic gene cluster, complete sequence		Others	Streptomyces ahygroscopicus subsp. wuzhouensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001612	BGC0001612	Fischerella ambigua UTEX 1903	other	Others	Fischerella ambigua UTEX 1903	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001616	BGC0001616	Aspergillus japonicus MF275 DNA, himeic acid A biosynthetic gene cluster, complete sequence		Others	Aspergillus japonicus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001619	BGC0001619	Streptomyces sp. WAC2288 ibomycin biosynthesis gene cluster, partial sequence	T1PKS.oligosaccharide	Others	Streptomyces sp. WAC2288	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001620	BGC0001620	Streptomyces atratus Gcn5-related-N-acetyltransferase, ArsR family transcriptional regulator, pyruvate phosphate dikinase, transcriptional regulator, and TetR family transcriptional regulator genes, complete cds; ilamycin gene cluster, complete sequence; and porphobilinogen deaminase 2, porphobilinogen deaminase, phosphoglycerate mutase, and hypothetical protein genes, complete cds	NRPS.T1PKS.indole	Others	Streptomyces atratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001623	BGC0001623	Streptomyces sp. MSC090213JE08 DNA, ishigamide biosynthetic gene cluster	NRPS.ladderane	Others	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001624	BGC0001624	Pestalotiopsis fici Iso-A82775C biosynthesis gene cluster, complete sequence	indole	Others	Pestalotiopsis fici	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0001638	BGC0001638	Klebsiella pneumoniae subsp. ozaenae genome assembly Klebsiella pneumoniae subsp. ozaenae, scaffold scaffold00003, whole genome shotgun sequence		Others	Klebsiella pneumoniae subsp. ozaenae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001646	BGC0001646	Burkholderia gladioli strain Lv-StB lagriamide biosynthesis gene cluster, complete sequence	NRPS.transAT-PKS.terpene	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001651	BGC0001651	Tannerella forsythia 92A2, complete genome		Others	Tannerella forsythia 92A2	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
BGC0001654	BGC0001654	Bacteroides thetaiotaomicron VPI-5482, complete genome		Others	Bacteroides thetaiotaomicron VPI-5482	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001659	BGC0001659	Fusarium equiseti strain CNC-477 mangicol biosynthesis gene cluster, partial sequence		Others	Fusarium equiseti	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex
BGC0001664	BGC0001664	Scytonema sp. PCC 10023 merosterol gene cluster, complete sequence		Others	Scytonema sp. PCC 10023	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Scytonema,unclassified Scytonema
BGC0001669	BGC0001669	Microbacterium arborescens strain 5913 microvionin biosynthetic gene cluster, complete sequence	furan.lanthipeptide-class-ii.lipolanthine	Others	Microbacterium arborescens	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
BGC0001671	BGC0001671	Agrobacterium tumefaciens strain ATCC 31700 monobactam biosynthesis gene cluster, complete sequence; and SbnA (Rhz12) and beta lactamase (Rhz15) genes, complete cds	NRPS.hserlactone	Others	Agrobacterium tumefaciens	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium,Agrobacterium tumefaciens complex
BGC0001678	BGC0001678	Symbiodinium sp. clade A Y106 DNA, scaffold314.1, whole genome shotgun sequence		Others	Symbiodinium sp. clade A Y106	Eukaryota,Sar,Alveolata,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,Symbiodinium sp. clade A
BGC0001681	BGC0001681	Bacteroides fragilis 638R genome		Others	Bacteroides fragilis 638R	Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BGC0001682	BGC0001682	Pseudomonas aeruginosa LESB58 complete genome sequence		Others	Pseudomonas aeruginosa LESB58	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001683	BGC0001683	Bacillus sp. 2_A_57_CT2 cont1.51, whole genome shotgun sequence		Others	Bacillus sp. 2_A_57_CT2	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001684	BGC0001684	Klebsiella variicola strain 342, complete genome		Others	Klebsiella variicola	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001685	BGC0001685	Raoultella ornithinolytica 10-5246 cont1.17, whole genome shotgun sequence		Others	Raoultella ornithinolytica 10-5246	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
BGC0001687	BGC0001687	Uncultured bacterium CSL12, partial sequence	acyl_amino_acids	Others	uncultured bacterium CSL12	Bacteria,environmental samples
BGC0001706	BGC0001706	Hypoxylon pulicicidum strain MF5954 hypothetical protein, cytochrome P450 oxygenase (nodW), cytochrome P450 oxygenase (nodR), cytochrome P450 oxygenase (nodX), FAD-dependent oxygenase (nodM), indole diterpene cyclase (nodB), FAD-dependent oxygenase (nodO), cytochrome P450 oxygenase (nodJ), geranylgeranyl transferase (nodC), FAD-dependent oxygenase (nodY1), prenyl transferase (nodD2), indole diterpene biosynthesis protein (nodD1), FAD-dependent oxygenase (nodY2), cytochrome P450 oxygenase (nodZ), and hypothetical protein genes, complete cds	terpene.indole	Others	Hypoxylon pulicicidum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon
BGC0001712	BGC0001712	Aspergillus steynii IBT 23096 P170scaffold_7, whole genome shotgun sequence	NRPS-like.indole	Others	Aspergillus steynii IBT 23096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001713	BGC0001713	Brucella anthropi strain ML7 contig_67, whole genome shotgun sequence	siderophore	Others	Brucella anthropi	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella
