sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,internal_id,seq_run,seq_sumission_date,data_return_date,internal_date_isolate_received,source_lab,isolation_date,sample_location,sample_location_lat,sample_location_lon,sample_source,lab_field_derived,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,mosquito_species,mosquito_strain_lab,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,confirmed_growth_media,confirmed_growth_temp,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,SRA_accession_no,SRA_accession_URL
MMO-43,contig00001,region001,other,False,[10000:10639],20000.0,Autoind_synth,hserlactone,1.0,single,MMO-43,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4857251.0,101.0,48091.0,763055.0,56.0,4567.0,292745.0,6112796.0,185.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,SAMN37642823,https://www.ncbi.nlm.nih.gov/sra/37642823
MMO-43,contig00004,region001,NRPS,True,[10913:24628],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,MMO-43,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4857251.0,101.0,48091.0,763055.0,56.0,4567.0,292745.0,6112796.0,185.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,SAMN37642823,https://www.ncbi.nlm.nih.gov/sra/37642823
MMO-43,contig00008,region001,RiPP,False,[10000:16303],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,MMO-43,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4857251.0,101.0,48091.0,763055.0,56.0,4567.0,292745.0,6112796.0,185.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,SAMN37642823,https://www.ncbi.nlm.nih.gov/sra/37642823
MMO-43,contig00010,region001,other,False,[20000:23594],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,MMO-43,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4857251.0,101.0,48091.0,763055.0,56.0,4567.0,292745.0,6112796.0,185.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,SAMN37642823,https://www.ncbi.nlm.nih.gov/sra/37642823
MMO-43,contig00011,region001,other,False,[5000:9429],20000.0,IucA_IucC,NI-siderophore,1.0,single,MMO-43,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4857251.0,101.0,48091.0,763055.0,56.0,4567.0,292745.0,6112796.0,185.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.9,SAMN37642823,https://www.ncbi.nlm.nih.gov/sra/37642823
MMO-44,contig00001,region001,NRPS,False,[20000:34142],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,MMO-44,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.97,0.0,4903453.0,132.0,37147.0,772578.0,61.3,4431.0,295163.0,4645680.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,SAMN37642825,https://www.ncbi.nlm.nih.gov/sra/37642825
MMO-44,contig00003,region001,RiPP,False,[5000:6761],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,MMO-44,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.97,0.0,4903453.0,132.0,37147.0,772578.0,61.3,4431.0,295163.0,4645680.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,SAMN37642825,https://www.ncbi.nlm.nih.gov/sra/37642825
MMO-44,contig00006,region001,RiPP,False,[5000:5819],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,MMO-44,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.97,0.0,4903453.0,132.0,37147.0,772578.0,61.3,4431.0,295163.0,4645680.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,SAMN37642825,https://www.ncbi.nlm.nih.gov/sra/37642825
MMO-44,contig00007,region001,other,False,[20000:23597],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,MMO-44,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.97,0.0,4903453.0,132.0,37147.0,772578.0,61.3,4431.0,295163.0,4645680.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,SAMN37642825,https://www.ncbi.nlm.nih.gov/sra/37642825
MMO-44,contig00014,region001,other,False,[10000:10624],20000.0,Autoind_synth,hserlactone,1.0,single,MMO-44,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.97,0.0,4903453.0,132.0,37147.0,772578.0,61.3,4431.0,295163.0,4645680.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.91,0.92,SAMN37642825,https://www.ncbi.nlm.nih.gov/sra/37642825
MMO-45,contig00001,region001,other,False,[10000:10639],20000.0,Autoind_synth,hserlactone,1.0,single,MMO-45,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4772665.0,80.0,59658.0,728456.0,56.0,4469.0,292745.0,5021847.0,156.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,SAMN37642840,https://www.ncbi.nlm.nih.gov/sra/37642840
MMO-45,contig00004,region001,NRPS,True,[10913:24628],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,MMO-45,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4772665.0,80.0,59658.0,728456.0,56.0,4469.0,292745.0,5021847.0,156.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,SAMN37642840,https://www.ncbi.nlm.nih.gov/sra/37642840
MMO-45,contig00008,region001,RiPP,False,[10000:16303],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,MMO-45,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4772665.0,80.0,59658.0,728456.0,56.0,4469.0,292745.0,5021847.0,156.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,SAMN37642840,https://www.ncbi.nlm.nih.gov/sra/37642840
MMO-45,contig00010,region001,other,False,[20000:23594],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,MMO-45,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4772665.0,80.0,59658.0,728456.0,56.0,4469.0,292745.0,5021847.0,156.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,SAMN37642840,https://www.ncbi.nlm.nih.gov/sra/37642840
MMO-45,contig00011,region001,other,False,[5000:9429],20000.0,IucA_IucC,NI-siderophore,1.0,single,MMO-45,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.07,0.04,4772665.0,80.0,59658.0,728456.0,56.0,4469.0,292745.0,5021847.0,156.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.29,0.91,SAMN37642840,https://www.ncbi.nlm.nih.gov/sra/37642840
MMO-47,contig00001,region001,other,True,[5000:9991],20000.0,IucA_IucC,NI-siderophore,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-47,contig00001,region002,PKS,False,[20000:21170],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-47,contig00004,region001,terpene,False,[10000:10819],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-47,contig00005,region001,NRPS,False,[19492:23869],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-47,contig00005,region002,NRPS,False,[20000:36182],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-47,contig00007,region001,RiPP,False,[10000:10710],20000.0,(TIGR04223 or AgrB),cyclic-lactone-autoinducer,1.0,single,MMO-47,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,99.44,0.83,2855424.0,54.0,52878.0,676465.0,32.8,2681.0,467267.0,3617497.0,189.0,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,GCF_003697915.1,97.15,0.93,SAMN37642841,https://www.ncbi.nlm.nih.gov/sra/37642841
MMO-4,contig00001,region001,PKS,False,[20000:21113],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,MMO-4,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,30.0,Pass,99.71,1.46,3709201.0,37.0,100248.0,780825.0,70.4,3453.0,433583.0,5578867.0,221.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1.0,SAMN37642792,https://www.ncbi.nlm.nih.gov/sra/37642792
MMO-4,contig00003,region001,PKS,True,[20000:21146],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,MMO-4,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,30.0,Pass,99.71,1.46,3709201.0,37.0,100248.0,780825.0,70.4,3453.0,433583.0,5578867.0,221.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1.0,SAMN37642792,https://www.ncbi.nlm.nih.gov/sra/37642792
MMO-4,contig00007,region001,RiPP,False,[5000:7364],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,MMO-4,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,30.0,Pass,99.71,1.46,3709201.0,37.0,100248.0,780825.0,70.4,3453.0,433583.0,5578867.0,221.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1.0,SAMN37642792,https://www.ncbi.nlm.nih.gov/sra/37642792
MMO-4,contig00010,region001,other,True,[5000:5900],20000.0,AfsA,butyrolactone,1.0,single,MMO-4,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,YTG,30.0,Pass,99.71,1.46,3709201.0,37.0,100248.0,780825.0,70.4,3453.0,433583.0,5578867.0,221.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000980875,GCF_000980875.1,99.98,1.0,SAMN37642792,https://www.ncbi.nlm.nih.gov/sra/37642792
MMO-54,contig00001,region001,other,True,[7086:12858],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,MMO-54,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,100.0,1.19,5621369.0,60.0,93689.0,849402.0,40.3,4802.0,463408.0,3803623.0,101.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,SAMN37642842,https://www.ncbi.nlm.nih.gov/sra/37642842
MMO-54,contig00001,region002,terpene,False,[9648:10485],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,MMO-54,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,100.0,1.19,5621369.0,60.0,93689.0,849402.0,40.3,4802.0,463408.0,3803623.0,101.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,SAMN37642842,https://www.ncbi.nlm.nih.gov/sra/37642842
MMO-54,contig00001,region003,terpene,False,[10000:10837],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,MMO-54,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,100.0,1.19,5621369.0,60.0,93689.0,849402.0,40.3,4802.0,463408.0,3803623.0,101.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,SAMN37642842,https://www.ncbi.nlm.nih.gov/sra/37642842
MMO-54,contig00004,region001,other,False,[20000:26738],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,MMO-54,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,100.0,1.19,5621369.0,60.0,93689.0,849402.0,40.3,4802.0,463408.0,3803623.0,101.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,SAMN37642842,https://www.ncbi.nlm.nih.gov/sra/37642842
MMO-54,contig00004,region002,PKS,True,[20000:21053],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,MMO-54,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito_larval_water,lab,,,,,,,,,,,YTG,30.0,Pass,100.0,1.19,5621369.0,60.0,93689.0,849402.0,40.3,4802.0,463408.0,3803623.0,101.0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium multivorum,GCF_900457465.1,97.2,0.82,SAMN37642842,https://www.ncbi.nlm.nih.gov/sra/37642842
MMO-55,contig00004,region001,RiPP,True,[10000:10777],20000.0,(mvd or mvnA),microviridin,1.0,single,MMO-55,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,100.0,0.0,4543769.0,48.0,94661.0,652407.0,35.8,4195.0,241699.0,3985409.0,131.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.4,0.89,SAMN37642836,https://www.ncbi.nlm.nih.gov/sra/37642836
MMO-55,contig00012,region001,other,False,[20000:21140],20000.0,DarB,resorcinol,1.0,neighbouring,MMO-55,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,100.0,0.0,4543769.0,48.0,94661.0,652407.0,35.8,4195.0,241699.0,3985409.0,131.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.4,0.89,SAMN37642836,https://www.ncbi.nlm.nih.gov/sra/37642836
MMO-55,contig00015,region001,terpene,False,[10000:10837],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,MMO-55,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,100.0,0.0,4543769.0,48.0,94661.0,652407.0,35.8,4195.0,241699.0,3985409.0,131.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp013153155,GCF_018603435.1,96.4,0.89,SAMN37642836,https://www.ncbi.nlm.nih.gov/sra/37642836
MMO-56,contig00001,region001,other,False,[10000:17324],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,MMO-56,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,99.49,1.02,3720635.0,70.0,53151.0,369762.0,71.0,3540.0,190759.0,6153731.0,245.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,,,,,SAMN37642837,https://www.ncbi.nlm.nih.gov/sra/37642837
MMO-56,contig00004,region001,PKS,False,[20000:21152],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,MMO-56,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,99.49,1.02,3720635.0,70.0,53151.0,369762.0,71.0,3540.0,190759.0,6153731.0,245.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,,,,,SAMN37642837,https://www.ncbi.nlm.nih.gov/sra/37642837
MMO-56,contig00007,region001,NRPS,False,[15000:18978],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,single,MMO-56,UW-4,05-Apr-22,22-Apr-22,,UW_Capstone_Students,22-Mar,"Madison,WI,USA;North_America",43.075,-89.4172,mosquito,lab,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,YTG,30.0,Pass,99.49,1.02,3720635.0,70.0,53151.0,369762.0,71.0,3540.0,190759.0,6153731.0,245.0,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,,,,,SAMN37642837,https://www.ncbi.nlm.nih.gov/sra/37642837
